"";"rules";"support";"confidence";"lift"
"769";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_age=60-100,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.582342954159593;1;1.00084961767205
"770";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,client_age=60-100} => {rbspeciality_name=Терапевт}";0.582342954159593;0.988472622478386;1.01874081301797
"771";"{rbeventtypepurpose_name=Дневной стационар,client_age=60-100,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.582342954159593;1;1
"772";"{rbfinance_name=ОМС,client_age=60-100,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.582342954159593;0.998544395924309;0.99939277688941
"773";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,client_age=60-100} => {rbspeciality_name=Терапевт}";0.582342954159593;0.988472622478386;1.01874081301797
"774";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_age=60-100,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.582342954159593;1;1
"775";"{rbfinance_name=ОМС,client_age=60-100,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.582342954159593;0.998544395924309;0.99939277688941
"776";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,client_age=60-100} => {rbspeciality_name=Терапевт}";0.582342954159593;0.988472622478386;1.01874081301797
"777";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,client_age=60-100} => {rbfinance_name=ОМС}";0.589134125636672;1;1
"778";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,client_age=60-100} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.589134125636672;1;1.00084961767205
"779";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,client_age=60-100} => {rbeventtypepurpose_name=Дневной стационар}";0.589134125636672;1;1.00084961767205
"780";"{client_sex=Female,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.521222410865874;1;1.03062117235346
"781";"{client_sex=Female,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.521222410865874;0.998373983739837;1.02984636851622
"782";"{client_sex=Female,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.521222410865874;0.842249657064472;1.01241846532852
"783";"{client_sex=Female,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.521222410865874;1;1.00084961767205
"784";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.521222410865874;0.974603174603175;1.00532621688489
"785";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.521222410865874;0.842249657064472;1.01241846532852
"786";"{client_sex=Female,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.521222410865874;1;1.00084961767205
"787";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.521222410865874;0.974603174603175;1.00532621688489
"788";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.521222410865874;0.842249657064472;1.01241846532852
"789";"{client_sex=Female,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.521222410865874;1;1
"790";"{rbfinance_name=ОМС,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.521222410865874;0.973058637083994;1.00373298991676
"791";"{rbfinance_name=ОМС,client_sex=Female,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.521222410865874;0.842249657064472;1.01241846532852
"792";"{client_sex=Female,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.521222410865874;0.998373983739837;0.999222219919735
"793";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.521222410865874;0.974603174603175;1.00444666638892
"794";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.521222410865874;0.842249657064472;1.01241846532852
"795";"{client_sex=Female,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.521222410865874;0.998373983739837;0.999222219919735
"796";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.521222410865874;0.974603174603175;1.00444666638892
"797";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.521222410865874;0.842249657064472;1.01241846532852
"798";"{client_sex=Female,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.522071307300509;1;1
"799";"{rbfinance_name=ОМС,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.522071307300509;0.974643423137876;1.00448814738094
"800";"{rbfinance_name=ОМС,client_sex=Female,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.522071307300509;0.842465753424658;1.01267822197372
"801";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.534804753820034;1;1.00084961767205
"802";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.534804753820034;1;1.00084961767205
"803";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.534804753820034;0.836653386454183;1.00569151963574
"804";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.534804753820034;1;1
"805";"{rbfinance_name=ОМС,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.534804753820034;0.998415213946117;0.999263485155927
"806";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,client_sex=Female} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.534804753820034;0.836653386454183;1.00569151963574
"807";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.534804753820034;1;1
"808";"{rbfinance_name=ОМС,client_sex=Female,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.534804753820034;0.998415213946117;0.999263485155927
"809";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.534804753820034;0.836653386454183;1.00569151963574
"810";"{client_sex=Female,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.618845500848896;1;1.00084961767205
"811";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.618845500848896;1;1.03062117235346
"812";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.618845500848896;1;1.03152364273205
"813";"{client_sex=Female,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.618845500848896;1;1.00084961767205
"814";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.618845500848896;1;1.03062117235346
"815";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.618845500848896;1;1.03152364273205
"816";"{client_sex=Female,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.618845500848896;1;1
"817";"{rbfinance_name=ОМС,client_sex=Female,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.618845500848896;1;1.03062117235346
"818";"{rbfinance_name=ОМС,client_sex=Female,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.618845500848896;0.998630136986301;1.03011059664611
"819";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,execperson_name=Врач-терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.618845500848896;1;1.00084961767205
"820";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,execperson_name=Врач-терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.618845500848896;1;1.00084961767205
"821";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {execperson_name=Врач-терапевт}";0.618845500848896;0.968127490039841;0.998646395154932
"822";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,execperson_name=Врач-терапевт} => {rbfinance_name=ОМС}";0.618845500848896;1;1
"823";"{rbfinance_name=ОМС,client_sex=Female,execperson_name=Врач-терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.618845500848896;1;1.00084961767205
"824";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,client_sex=Female} => {execperson_name=Врач-терапевт}";0.618845500848896;0.968127490039841;0.998646395154932
"825";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,execperson_name=Врач-терапевт} => {rbfinance_name=ОМС}";0.618845500848896;1;1
"826";"{rbfinance_name=ОМС,client_sex=Female,execperson_name=Врач-терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.618845500848896;1;1.00084961767205
"827";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {execperson_name=Врач-терапевт}";0.618845500848896;0.968127490039841;0.998646395154932
"828";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.618845500848896;1;1.00084961767205
"829";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.618845500848896;1;1.00084961767205
"830";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {rbspeciality_name=Терапевт}";0.618845500848896;0.968127490039841;0.997772688772469
"831";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Female,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.618845500848896;1;1
"832";"{rbfinance_name=ОМС,client_sex=Female,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.618845500848896;0.998630136986301;0.999478590798524
"833";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,client_sex=Female} => {rbspeciality_name=Терапевт}";0.618845500848896;0.968127490039841;0.997772688772469
"834";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.618845500848896;1;1
"835";"{rbfinance_name=ОМС,client_sex=Female,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.618845500848896;0.998630136986301;0.999478590798524
"836";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {rbspeciality_name=Терапевт}";0.618845500848896;0.968127490039841;0.997772688772469
"837";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {rbfinance_name=ОМС}";0.639219015280136;1;1
"838";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,client_sex=Female} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.639219015280136;1;1.00084961767205
"839";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Female} => {rbeventtypepurpose_name=Дневной стационар}";0.639219015280136;1;1.00084961767205
"840";"{execperson_name=Врач-терапевт,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.810696095076401;1;1.00084961767205
"841";"{rbeventtypepurpose_name=Дневной стационар,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.810696095076401;1;1.03062117235346
"842";"{rbeventtypepurpose_name=Дневной стационар,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.810696095076401;1;1.03152364273205
"843";"{rbeventtypepurpose_name=Дневной стационар,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"844";"{execperson_name=Врач-терапевт,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.810696095076401;1;1.00084961767205
"845";"{rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.810696095076401;1;1.03062117235346
"846";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.810696095076401;1;1.03152364273205
"847";"{rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"848";"{execperson_name=Врач-терапевт,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.810696095076401;1;1
"849";"{rbfinance_name=ОМС,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.810696095076401;1;1.03062117235346
"850";"{rbfinance_name=ОМС,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.810696095076401;0.998953974895398;1.03044464310576
"851";"{rbfinance_name=ОМС,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"852";"{rbeventtypepurpose_name=Дневной стационар,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.810696095076401;1;1.00084961767205
"853";"{rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.810696095076401;1;1.00084961767205
"854";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.810696095076401;0.975485188968335;1.00623603555578
"855";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"856";"{rbeventtypepurpose_name=Дневной стационар,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.810696095076401;1;1
"857";"{rbfinance_name=ОМС,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.810696095076401;1;1.00084961767205
"858";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.810696095076401;0.975485188968335;1.00623603555578
"859";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"860";"{rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.810696095076401;1;1
"861";"{rbfinance_name=ОМС,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.810696095076401;1;1.00084961767205
"862";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.810696095076401;0.975485188968335;1.00623603555578
"863";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"864";"{rbeventtypepurpose_name=Дневной стационар,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.810696095076401;1;1.00084961767205
"865";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.810696095076401;1;1.00084961767205
"866";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.810696095076401;0.975485188968335;1.00535568906798
"867";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"868";"{rbeventtypepurpose_name=Дневной стационар,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.810696095076401;1;1
"869";"{rbfinance_name=ОМС,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.810696095076401;0.998953974895398;0.999802703846031
"870";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.810696095076401;0.975485188968335;1.00535568906798
"871";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"872";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.810696095076401;1;1
"873";"{rbfinance_name=ОМС,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.810696095076401;0.998953974895398;0.999802703846031
"874";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.810696095076401;0.975485188968335;1.00535568906798
"875";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"876";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.83106960950764;1;1
"877";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.83106960950764;1;1.00084961767205
"878";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.83106960950764;1;1.00084961767205
"879";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.83106960950764;0.831775700934579;0.999828342551974
"880";"{rbeventtypepurpose_name=Дневной стационар,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.969439728353141;1;1.00084961767205
"881";"{rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.969439728353141;1;1.00084961767205
"882";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.969439728353141;1;1.03062117235346
"883";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.969439728353141;1;1.03152364273205
"884";"{rbeventtypepurpose_name=Дневной стационар,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.969439728353141;1;1
"885";"{rbfinance_name=ОМС,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.969439728353141;1;1.00084961767205
"886";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.969439728353141;1;1.03062117235346
"887";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.969439728353141;1;1.03152364273205
"888";"{rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.969439728353141;1;1
"889";"{rbfinance_name=ОМС,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.969439728353141;1;1.00084961767205
"890";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.969439728353141;1;1.03062117235346
"891";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.969439728353141;1;1.03152364273205
"892";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт} => {rbfinance_name=ОМС}";0.969439728353141;1;1
"893";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,execperson_name=Врач-терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.969439728353141;1;1.00084961767205
"894";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,execperson_name=Врач-терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.969439728353141;1;1.00084961767205
"895";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь} => {execperson_name=Врач-терапевт}";0.969439728353141;0.970263381478335;1.00084961767205
"896";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.969439728353141;1;1
"897";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.969439728353141;1;1.00084961767205
"898";"{rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.969439728353141;1;1.00084961767205
"899";"{rbeventtypepurpose_name=Дневной стационар,rbfinance_name=ОМС,rbmedicalaidkind_name=специализированная медицинская помощь} => {rbspeciality_name=Терапевт}";0.969439728353141;0.970263381478335;0.99997398371083
"900";"{client_sex=Male,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.289473684210526;1;1.00084961767205
"901";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.289473684210526;1;1.03062117235346
"902";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.289473684210526;1;1.03152364273205
"903";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.289473684210526;0.825665859564165;0.992484063843455
"904";"{client_sex=Male,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.289473684210526;1;1.00084961767205
"905";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male,execperson_name=Врач-терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.289473684210526;1;1.03062117235346
"906";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.289473684210526;1;1.03152364273205
"907";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.289473684210526;0.825665859564165;0.992484063843455
"908";"{client_sex=Male,execperson_name=Врач-терапевт,rbspeciality_name=Терапевт,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.289473684210526;1;1
